A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
86.21574758,70.04840104,79.75522686,85.05794095,81.34005041,15.29732545,15.50078231,17.15413521,16.46796835,15.05914749,15.20230655,19.06937306,12.47201556,0,0,0,0,1,0,0
69.21230249,78.03964173,100,79.67141529,73.95323051,20.51088532,9.542184669,19.32021257,10.4828271,24.1157603,16.99450344,25,20.65786225,1,0,0,0,1,1,0
90.02073824,89.77734974,78.74082627,79.91793554,75.40021972,47.67983625,13.86536599,9.054807905,16.28329647,16.08990708,16.51296943,19.97506415,8.419950652,0,0,1,1,0,0,0
90.03631401,54.12425744,88.40164841,81.52594374,77.05431178,7.866348113,30,15.31955182,12.86248713,2.016715081,11.92353943,17.33208277,16.94759426,0,0,0,1,0,0,0
89.83571598,100,76.77553078,82.05889407,91.43494575,32.74959479,30,18.8248055,16.92200674,17.82684304,21.5192148,18.17818596,12.65942084,1,1,0,1,0,0,1
91.63050201,76.06199189,83.91319639,81.91241614,75.38440057,47.09541817,11.4736807,24.15206292,18.39042396,11.59490381,8.4247206,25,15.42234866,1,1,0,1,0,1,1
81.54039555,61.03599967,86.15228148,72.20663511,80.28544907,44.90657947,24.99716982,12.41535484,10.97462452,19.65948727,10.03068366,20.62522909,19.26396696,0,1,0,1,0,0,1
78.98348219,76.42439705,78.9179051,81.02634211,81.40959285,31.8796161,17.09941092,13.0008867,14.15855021,24.68901337,25,23.67304019,19.4423223,1,0,0,1,1,0,0
72.63246244,88.35663485,81.65937768,76.8710081,77.31924993,38.91267704,16.19130176,17.84077434,19.68047258,11.48691703,13.57923244,25,12.6482216,0,1,0,0,0,0,0
68.94340468,89.53876612,90.6058113,71.3046338,81.81410289,36.19355876,22.15787543,25,18.13333132,19.48671722,12.46770915,17.88899618,25,1,0,1,0,0,0,1
71.89459475,100,78.94052026,78.30738669,82.86419711,50,0,11.44584583,15.44244671,20.43631741,18.05472955,21.35576076,18.94938081,0,1,0,0,1,1,1
83.88763147,86.21654753,88.22928004,80.86905117,80.18760317,42.25634428,14.87801727,22.80356381,20.00639092,21.90662186,21.96228514,11.24251203,15.94319986,0,0,1,1,0,1,0
83.48495031,65.35387285,70.98126749,75.83240221,83.34165547,28.36678435,17.49198081,9.468387657,16.77969915,12.61383453,25,14.76599929,11.53203517,1,1,0,1,1,0,0
74.49925835,52.89093676,89.73545652,86.31279579,82.75472711,50,16.02566069,12.92601785,15.89585021,23.61629196,12.1321709,20.84637573,9.700964885,1,1,1,0,0,1,0
89.71201129,96.04169111,91.38955434,85.03288492,76.74920449,50,30,11.85884101,5.602957961,25,25,11.08586385,18.90316871,1,0,1,0,1,1,1
92.32559766,100,91.73808172,77.51526037,84.02721683,34.99056664,14.37535377,10.26098075,15.83710664,9.470365474,11.6295819,23.92361165,11.79586192,1,1,1,1,0,0,1
90.71111947,79.86461819,76.57217114,75.85975753,72.39260917,50,28.09611902,21.57273282,15.5054354,19.72813801,15.66422133,20.20357597,13.63924045,1,0,0,0,1,1,1
82.02170779,64.95171128,86.15148151,85.55258649,83.49683755,31.79399627,7.909391653,13.6620385,5.118381203,17.55145526,25,22.94535576,13.83136166,0,1,0,0,0,1,0
85.53840951,76.39087652,80.02109438,73.85766992,66.85380389,24.5618507,10.90188751,14.39472843,14.85632414,7.158042711,23.9125133,25,19.75835542,0,1,0,1,1,0,0
80.96311922,56.45847536,84.13581305,71.94022464,75.25297877,43.46222937,2.701835179,21.66465215,16.70565514,8.05567538,20.37569659,25,18.44589315,1,0,1,1,0,1,1
98.43321915,94.91395839,72.99943215,77.29127805,70.0123082,39.67922641,8.015191266,6.613130012,10.65757164,18.82398312,18.56020214,23.34579184,16.1664505,0,0,1,1,1,0,0
82.98469807,70.90569721,81.69616992,69.8374638,76.95831912,46.71424066,0,25,13.24275439,20.30288733,2.745797978,18.7647272,18.87911858,0,0,0,1,0,0,0
86.70899854,93.06983259,76.44049612,83.15121506,77.67670702,22.8666136,13.64044649,10.4641844,14.0546512,14.91274883,17.36834458,10.60773526,10.9772321,1,0,1,1,1,0,0
100,60.96497161,81.44336143,79.60477853,77.15191332,17.98110553,20.82181172,21.45853609,20.05218645,25,20.68601687,25,6.301063753,0,0,1,0,0,1,0
85.13632656,75.10271464,97.28306016,78.07708482,79.7654129,43.22643265,18.13794086,18.94359871,13.14180573,25,7.70689509,10.00035302,21.65876432,0,0,0,0,0,1,0
81.35421926,56.10705315,81.11304721,82.40313741,81.07918379,30.18056671,9.330816919,18.44409468,17.71848651,17.47493265,11.10423437,21.90171659,23.01355393,1,0,0,1,0,0,0
71.10389861,77.28272903,84.37701578,74.22256518,85.44408493,31.9453981,23.64653138,16.75432189,9.417424951,22.61770839,15.90533206,21.40689928,23.7648067,0,0,0,0,0,1,0
73.79541792,70.62623338,97.24966583,73.58196072,80.87566447,20.73454341,14.9259184,14.32031824,17.88529208,20.81677094,6.373987929,22.18064452,23.29633361,1,0,1,0,1,0,0
100,60.51569063,90.13967863,76.51200028,82.7429561,43.57898646,2.697895586,17.43614595,10.52442133,19.89189255,15.71016286,25,23.70792094,0,0,1,1,1,0,0
69.24975633,100,72.64529232,83.14886798,71.06701722,33.50338903,3.122850891,14.82501011,16.55289688,19.82324311,17.24539435,25,14.730766,0,1,1,0,0,1,1
80.81051288,79.45525687,86.13899478,85.80222926,87.33656162,22.43339411,13.8152611,23.66482029,11.43858764,18.15818325,22.61613336,19.47637447,15.81865933,1,1,1,1,0,0,0
76.30217894,71.50022207,97.66641025,71.0486966,85.49313199,32.84257736,0.172327744,19.42958157,15.16395364,24.93514533,23.64069626,15.82234154,22.66738352,0,0,1,0,0,0,0
71.60973529,86.41404769,86.22677958,77.79093453,77.21608122,45.08194874,17.35282181,14.38823497,17.54531452,3.946258438,16.01107011,17.26131447,18.95269129,1,1,1,0,0,0,1
72.83061509,77.79753913,82.65497969,82.78521526,77.29362394,50,5.317881087,11.56970199,21.63506058,11.9796938,25,19.5653649,23.60002337,1,0,1,1,1,1,1
85.76275369,86.9253151,95.22780023,85.24379715,84.50907669,45.59250263,9.656416597,15.332078,14.11190311,9.37074604,15.0276595,16.12477708,18.31122994,0,0,1,1,1,0,0
83.38991323,64.58493496,80.25430104,79.64116923,67.75556431,42.29031274,0,17.85943413,25,21.66952062,20.27664185,6.416689149,20.10842785,1,0,0,0,0,0,0
90.37530771,43.96042939,93.74071001,81.80191913,81.49432579,50,12.76570071,20.01380855,10.44998651,15.56980591,19.41330175,22.56988051,19.0365561,1,1,0,1,0,0,1
78.10169049,78.36993009,80.49775973,77.53578984,78.33601857,48.38643086,4.26017235,18.26747289,25,25,20.8641133,20.6739458,19.51687183,0,1,0,1,0,1,1
89.84513075,55.75393505,91.56131844,80.70515527,82.13550486,45.93078046,14.70007962,14.19117239,16.83355924,22.75415139,12.95368503,25,18.17289979,1,1,0,1,0,1,1
82.74853789,77.25569535,83.06905243,84.47059513,72.59549471,27.11295748,28.78042176,17.70125668,21.08495454,17.04416431,25,21.70354257,20.20884276,0,1,1,0,1,0,1
87.74894439,70.25948733,83.85534125,81.08511281,77.45507665,49.91431403,30,21.94922154,19.50351111,15.37409618,19.92655786,11.97793887,16.49433354,0,0,0,0,0,1,0
84.19039014,82.30423594,71.24420976,71.58268595,88.1146111,30.7617524,7.677632541,10.80274949,15.53055773,25,8.616428585,25,19.99018473,0,1,1,0,0,1,0
89.39080272,81.04655492,83.63450896,73.95019875,73.29125161,23.21739367,22.48161241,25,12.65137385,13.90526844,12.09045715,24.11612571,18.45461189,1,0,0,0,1,1,1
62.30893596,61.41966496,84.59836318,81.64163989,79.63411551,41.97453816,8.735210669,19.96345991,13.03669368,18.06606043,17.20837329,15.15657767,21.61873542,1,1,1,1,0,0,0
88.83660271,72.12753516,98.78456807,89.01881031,81.68275476,30.26445964,12.1473639,17.69450789,8.864734756,21.6114418,15.67541578,15.25257327,16.00845265,1,1,1,0,1,1,0
73.3079818,77.76237929,70.35815948,83.92171095,83.71147802,49.79867339,24.0779557,11.28452253,21.71517196,10.431289,11.39289349,23.58155965,10.97173946,1,0,1,0,1,0,1
82.48793071,54.26112187,90.98596497,74.57690745,73.85555834,41.91135371,30,17.93242876,11.07079313,23.51919271,22.68979512,22.35056374,13.60398513,0,1,1,0,0,0,1
100,68.62870399,80.37637515,74.06892755,80.09005449,35.58692332,29.72645401,21.23302188,14.63920134,25,18.80364267,17.60482593,14.96254836,0,1,0,1,0,1,1
87.88788303,49.50883013,67.36969775,85.02536391,81.47224938,22.3656815,19.77904925,17.01020725,22.86341463,25,12.46749172,14.85389098,18.79528592,0,0,0,0,0,1,0
77.29426151,97.87971451,88.94105902,68.5901493,80.06836049,16.24823069,27.2839773,14.49512359,23.56990417,12.05594951,1.07395555,6.798672054,19.57259001,0,1,0,0,1,0,0
89.06561205,100,86.47636876,79.3121187,79.10224125,27.50220168,26.5724683,15.27030502,14.80926346,25,18.09027336,4.606095577,19.0951997,0,0,0,1,0,0,0
71.91407053,84.63251344,85.06866108,70.36512865,81.76151535,28.84186127,7.69994032,18.14680118,16.70938485,18.18946931,19.48002583,20.71828927,15.97536093,0,0,1,1,0,0,0
72.72644012,89.29554136,96.2409304,84.66796732,80.62761712,25.51753924,1.040284671,19.53211204,5.921278051,24.46732491,19.11446889,22.17516195,18.09905743,0,1,1,0,1,0,0
77.0403269,82.85712213,78.83565298,67.17038281,76.65645364,31.53195818,30,14.43918235,22.31029001,14.24674864,24.68732189,19.88907841,13.75952701,1,1,1,0,0,0,1
88.46191555,70.36591524,86.68688285,81.13009243,77.30924427,50,7.448680589,10.80046451,11.02693436,21.22792898,15.19191762,15.8062116,18.09138766,0,1,0,0,0,1,0
91.38413434,77.78751652,87.15056475,80.07196162,79.67081895,35.26055041,23.81328759,10.25093317,19.65018771,17.62244367,17.57089718,11.35978919,22.67013811,0,0,1,1,1,0,0
83.35540987,69.73985822,75.15875665,71.07135763,75.6059113,10.24285635,22.77822268,16.61266423,12.63008436,22.35972072,25,12.98029939,17.66251073,1,0,0,1,1,1,1
72.86523409,82.44024622,88.38664971,88.32900574,88.39014083,43.99507644,17.07394854,5.61886626,23.02038218,23.2029423,20.74363816,21.85495816,19.73157839,1,0,0,0,0,1,0
77.00095873,74.96474705,88.72215032,75.08072424,78.98889151,39.86714055,10.41221091,17.12686792,16.75443117,13.00295988,23.53513229,12.68496129,16.76566306,0,1,0,0,1,1,1
86.91812609,86.86726656,95.7029115,82.70330923,82.41116929,42.48583259,1.134050201,17.78346672,9.119729223,16.57953082,11.39390175,17.15416591,19.7916249,1,0,0,0,0,1,0
71.43431636,73.96746357,80.44633852,77.27088769,78.98514884,20.46068272,22.54210867,17.70413393,18.09772063,24.03794396,14.57609259,18.04157923,20.92639063,1,0,1,1,0,0,1
67.1860689,82.96635458,82.59707523,82.92363451,80.67775347,39.22743987,21.92684836,19.95422315,18.63065775,11.42355193,21.61971845,16.2260852,21.04519266,0,1,0,1,1,0,1
83.79425909,66.39084285,85.41859861,82.14985162,81.99852406,20.88448162,17.30605556,16.89651071,6.683784797,11.72628593,15.10622189,23.82634131,15.47506224,0,1,0,0,0,0,0
87.08365904,72.72644751,83.61610878,70.14236606,83.83007836,32.82491699,20.64247462,12.9917276,19.14133429,18.08839553,7.142256628,9.65138072,18.62774594,0,0,0,1,1,0,0
87.6023069,77.54111508,74.33826572,80.97821335,84.45183709,36.46079918,0,11.65303864,25,14.00096558,10.83824104,19.13575861,5.968039291,0,0,1,1,0,1,0
84.11027951,36.5619635,98.50657088,69.77745772,72.50615851,26.7203913,9.094362356,13.2157152,14.59825121,18.56915877,11.36637576,19.08907319,22.41998167,1,1,0,1,0,0,0
72.26429292,71.52469001,84.40186793,82.42065311,77.76225621,43.43691592,19.08371201,25,25,12.66016337,9.456542687,11.9799555,14.53206644,0,1,1,0,1,0,1
84.93248712,78.18205084,72.22850072,77.68150081,78.95786374,45.24385267,16.10390409,19.2092506,16.6462189,13.58801788,23.35095724,13.7418662,25,1,0,1,0,1,1,1
96.10060198,47.24431683,78.89573176,76.23722092,75.91458392,23.82839994,22.28967657,17.57133686,16.14265904,21.33307614,18.93597475,12.68701198,16.77161254,1,0,1,0,0,0,1
82.05176649,87.67244909,90.61333254,75.79758671,76.36599542,34.44254445,30,11.05012765,20.96009797,21.54071307,22.61714771,24.25817695,14.08159415,0,1,1,0,1,1,1
92.86515371,66.30151175,75.22632868,77.00548443,86.60095636,29.53106906,23.72484818,17.48685899,25,2.565994822,24.31279528,15.19560414,19.73234073,1,0,1,0,0,0,1
78.68860653,64.988084,80.38367696,81.20153805,82.30866867,16.2975363,30,23.3973558,16.78282512,10.46892615,25,15.05710026,15.3040404,0,0,1,1,0,1,0
66.49274339,65.38476188,77.24605727,86.90496921,86.33010219,50,18.24593729,12.19362649,16.94770214,15.91686832,25,17.67880698,18.26601505,1,0,1,0,1,0,1
82.79685924,78.49611498,90.74871631,75.6416367,80.0095364,33.07654993,30,18.04673925,7.354200461,22.36255204,19.93554067,23.36805196,17.55954006,0,0,0,0,0,1,0
69.66770794,87.36315441,82.32238272,80.55762878,76.29352056,29.36817195,16.26235109,16.7258969,15.12200741,25,9.774532146,24.54462008,16.59441572,0,1,0,1,1,0,0
74.74236806,94.55505218,78.11906885,66.59261805,78.45123246,36.00407712,21.92352276,15.43919977,23.38650396,24.90138448,12.84332591,19.90437492,12.49404506,1,1,0,0,0,0,0
88.96615892,72.64487938,72.40867987,83.29248712,74.82960513,34.73195269,16.96840412,12.25649405,14.47448829,9.946326492,17.42506166,19.63028216,17.75360264,1,1,1,0,0,0,1
68.10267012,92.59601347,85.26208607,78.090931,79.97678977,29.29823737,19.25919357,15.97481199,14.74650133,15.49414381,25,21.9780918,8.730188302,0,0,1,1,0,0,0
98.07974958,65.23923643,99.9516821,64.27950734,74.99880617,26.63285392,0.378844573,11.9271771,20.77977945,15.22692663,8.373941636,24.18475626,16.99112182,1,1,1,1,1,0,0
80.29916708,71.60638678,77.43705923,76.80787258,64.61769892,31.59455747,28.0797145,14.2565703,21.5136204,21.68731085,13.73210845,14.25257682,21.66572586,1,0,1,0,1,0,1
85.17705048,91.08604464,73.6302052,81.99434482,76.65494027,49.86186471,0,23.04799212,19.12772734,25,14.25511024,19.12481115,22.03477117,1,1,0,0,0,0,0
81.64044286,73.07992556,74.74349811,72.57863168,84.85228511,43.30612377,13.57188043,8.532317425,19.26993204,13.56180142,20.14858244,20.6260683,16.52654838,1,1,1,1,1,1,1
80.90076564,58.47352029,86.03665614,76.20219066,84.0751933,33.04624192,30,8.923078114,21.42653637,25,18.71629705,17.14695826,11.7672864,1,0,0,1,1,0,1
71.96765299,85.11459033,83.24008046,80.77305383,84.53539183,25.05165681,12.93896386,6.129982949,16.16790067,25,11.49577529,15.43693328,20.57978517,1,1,1,1,1,1,0
82.56048731,83.00841279,91.1692923,79.18021111,79.94325987,38.84911449,14.24732728,17.13403996,17.86947628,2.177040216,19.30853398,16.38103804,24.31767946,0,0,0,1,0,1,0
77.09027072,75.57694368,93.20262035,75.72267794,94.93828486,32.59798118,19.08081832,15.77467154,13.72185603,25,7.469381955,15.24368442,22.05354612,0,1,0,1,0,1,1
83.22381468,71.10409578,75.61799904,80.65706602,81.26286896,35.31958758,15.71480293,14.3212854,12.55084328,14.95757429,12.95901421,15.15009605,18.97186571,0,0,1,0,1,1,1
81.41445406,76.83914625,79.92308078,86.54960226,73.98987307,50,14.83219445,16.73854481,13.35327043,19.5236554,15.31938726,19.07437937,24.2437621,1,0,1,1,0,1,1
97.08999134,100,78.68654719,85.12618681,78.79892025,37.47609853,18.92235414,9.156752142,4.570549846,25,19.35900342,13.48426823,14.21674755,0,0,0,1,0,1,0
80.40911887,84.43897255,83.81527395,77.61520405,80.33458545,16.4435572,23.73666127,14.95972689,15.65820386,17.91264284,25,15.94523658,16.88779458,1,1,0,0,1,1,1
91.05700433,71.06601904,96.88352385,85.62378063,83.99374471,49.13025325,14.42124504,18.95997727,14.3684738,21.36193584,21.58486365,23.43192499,11.72178715,1,0,1,0,1,0,1
72.40703792,67.37419682,72.33483356,82.34389091,75.18888982,32.37802622,30,19.17365685,21.90226808,12.4233462,17.58798583,7.249695223,20.08552762,1,0,0,1,0,1,1
77.60484286,75.80805495,80.28185112,73.68843215,76.75047857,30.67063395,25.34377616,13.37986916,23.84511286,20.54681332,21.17754222,20.60881838,23.94090687,1,1,1,0,1,0,1
72.25741691,70.040033,83.11459568,77.00589272,81.41680184,25.96482904,10.69252944,16.65450344,15.192414,12.18788696,25,21.68626646,12.00849904,0,1,1,0,0,0,0
74.26412588,66.00522753,84.19412855,88.40359483,84.62847648,44.58560996,1.925449622,3.294362856,16.41809858,24.39010943,6.515342596,13.40045153,13.91084436,0,1,0,0,0,1,0
87.76027705,82.09019979,83.56270591,79.64266293,81.35898046,34.84425504,30,17.00262509,16.95178688,7.939984017,4.855551313,22.55470229,21.22607941,1,1,0,0,0,1,0
85.33848302,85.95109809,81.74803667,76.20312286,72.91844536,24.19815081,16.31373333,13.26942577,11.55633312,21.11762136,19.97461348,19.60539063,24.12922389,0,0,0,0,1,0,0
83.35554264,62.68059644,82.84013805,81.8131175,83.91589259,25.93839508,14.19522942,18.17475665,8.722621154,21.97298132,21.69673228,14.87890448,12.6845317,1,1,0,1,1,1,0
91.16718823,62.57276318,82.2079994,72.00232969,82.08287875,19.12614023,11.55194389,11.44377563,22.61241721,16.3258528,25,21.39619309,20.80078863,0,1,1,0,1,0,0
85.56137206,87.97946617,76.55480752,80.90671927,76.24356551,45.88780038,16.42107599,17.87437902,11.92406876,11.01774438,25,19.31990169,17.11188687,0,0,0,0,1,0,0
86.24624125,68.88824072,75.46979961,74.57216363,83.28650371,40.33527225,30,14.98958699,21.16648335,25,17.15710524,25,22.26476683,0,0,0,1,1,0,0
74.33899738,64.64231052,95.52893068,68.97784818,80.0895487,50,29.45693246,20.94951464,15.27777866,8.616085589,17.00320568,13.81502357,9.400552184,1,1,0,0,0,0,0
92.55972537,77.61546627,81.69308504,85.02947202,80.67704873,37.49078842,17.34734527,8.592032412,13.38605434,25,20.40914906,18.66238766,19.49141124,0,1,0,0,1,1,1
86.43074222,63.06343209,74.81657432,81.43547569,79.17708274,1.5555913,21.64341219,18.68116686,11.06145126,17.04824709,7.5571138,15.35724146,23.21272956,1,1,0,0,0,0,0
77.95843391,96.31671613,88.76289009,75.1543722,81.73940155,24.13708717,29.39478855,12.13356512,12.36279547,23.65266142,13.49369263,22.82394931,12.59082698,0,0,1,1,1,0,0
80.62205914,66.53150845,87.25438144,89.89976244,72.30355748,42.91098177,19.82822691,19.3805618,10.98659376,11.14061549,4.656044568,22.1614088,20.3305623,0,1,0,0,1,1,1
80.98613619,66.97130183,75.08847919,79.86106444,73.99580829,50,5.554162685,21.57624249,20.62432627,25,21.57626852,20.35434001,14.52974569,1,1,0,1,1,0,1
73.80533433,81.86349304,92.80871477,77.29677434,81.99721594,32.71848346,27.65275316,14.7065332,24.74351056,19.27402517,12.88449042,13.29581536,24.60297261,1,0,1,1,1,0,1
82.1442427,73.71950538,84.33829458,78.32924511,85.92657245,28.90324485,0,18.52068659,11.28938212,22.19496953,17.08969522,14.19459046,12.78264383,0,1,0,1,1,0,0
89.46608001,87.48282727,85.90932094,85.2623288,77.80778766,34.17270475,14.48937881,17.81474722,11.51801571,12.26763062,20.64438397,24.62661827,21.71454793,1,0,0,0,0,1,0
84.49210336,91.57219522,85.21267201,64.35631289,85.10514702,31.49119129,3.947888423,14.69507502,9.587100068,20.03451564,17.57392069,12.89525645,5.707354253,0,1,1,1,1,0,0
79.79385674,61.12302473,85.07295208,79.86004649,79.29725651,34.9195288,4.436869958,12.59996587,22.28229206,0.927723117,25,7.41056169,17.4924583,1,0,1,1,1,0,1
91.21652602,75.7814423,88.96997256,84.74614966,75.27490652,41.08488876,10.99245472,14.26356027,13.19596574,23.16560967,22.32013586,16.09917331,12.87349837,0,1,0,0,1,1,1
83.57717204,87.01393591,100,81.69385786,69.85025995,22.94220289,18.25980664,22.69430778,14.73214166,12.51902977,19.49295682,3.987464474,18.38354087,0,1,0,1,1,0,1
76.60863487,75.98758562,84.77580597,75.65311594,77.3847564,17.68778133,13.3544591,12.14817975,8.040048012,24.45942817,16.19955334,9.933439766,23.08272126,1,1,1,1,0,1,0
89.25532933,74.17375662,74.84072501,73.50856335,80.01581783,41.35163067,23.12810585,20.722162,24.44327704,23.74803846,16.83190884,13.91703545,17.90651674,1,1,1,1,1,0,1
87.4944135,61.4418093,86.41749639,78.4066682,79.26051971,26.4314407,23.74357533,17.04778671,13.56746422,13.42600126,25,13.31876685,6.803082433,0,0,1,0,0,0,0
77.2007943,73.64106167,81.7199078,77.86997148,79.441919,29.40489139,19.07001705,12.18824697,9.944408511,25,25,10.60560605,17.40237351,0,1,1,1,1,0,1
90.3492354,92.73466434,87.46038472,81.9471025,69.97694929,18.29338718,22.19921219,16.02313672,20.39914964,25,17.42673366,15.92585597,21.06866133,1,1,0,0,0,0,0
90.64483469,57.5847677,83.47606671,76.57694985,66.79976978,41.15085019,11.65018615,16.28944171,10.70065444,19.70898855,10.24891551,20.25288133,18.59794106,0,1,0,1,1,0,1
69.39210078,60.11329927,91.38089227,69.69144395,74.99088415,4.678453344,14.75159361,10.27392577,12.83571309,22.1808042,22.5006134,5.058833685,24.0404481,1,0,0,0,1,1,0
88.33996326,60.97668874,92.34756842,80.41895184,86.45765637,31.0447925,2.064455432,17.40688456,16.41967917,24.34041067,25,23.48905043,19.19447036,1,0,1,0,0,1,0
80.64498016,83.9143638,67.90331075,64.68109566,78.99761732,29.0233488,26.84192875,4.211861167,18.69478509,25,21.24623693,16.78584026,17.53251868,1,1,0,0,1,0,0
81.43865301,65.3900742,86.31344635,81.16314361,80.40195896,31.0858303,12.65474287,19.68602103,12.40404807,0.995757548,9.403256912,15.71514485,21.75081432,1,0,0,0,1,0,0
84.76107521,74.5495824,97.49855096,81.01939135,75.57631049,39.45187225,12.13154396,17.44438524,12.51056847,18.24553813,14.15365426,17.89555004,7.31894702,1,0,1,0,1,1,1
83.97439288,94.00866906,82.56159728,77.55498825,82.01647867,44.7762681,6.78977349,19.72154681,17.15938438,12.77419933,25,20.96927263,19.57421527,1,0,0,0,0,1,0
85.69008929,67.20225047,81.47717333,89.96118207,79.22040732,45.5428787,27.49254617,17.28968017,20.03312881,18.38412499,14.01765209,24.64164636,25,1,0,0,0,1,1,1
96.88040031,66.55061979,86.31197148,74.82997108,74.07213196,48.56890503,22.83480514,10.7841679,14.92072735,20.82368377,20.40375741,18.12218656,23.00085801,1,1,1,0,0,0,1
72.55165108,69.36432777,89.70929236,79.20240246,84.69300817,37.52256332,0,10.09106815,15.15769866,21.33964108,19.22388538,19.2085647,24.57938713,0,0,1,1,0,0,0
70.03696684,77.15081261,83.13779255,69.45122533,83.30347288,27.5035228,18.34148296,14.73554845,11.80188303,16.50851296,20.89848073,22.86515072,25,0,0,0,1,1,1,1
85.52623399,47.6553895,78.79402387,84.19767027,69.81472739,33.57200304,17.80449861,16.02882504,10.9889118,25,25,12.67747682,18.75104912,1,1,0,1,0,1,1
81.73858772,70.60320784,86.11437148,74.49895382,79.04158143,16.00716724,5.273507713,14.29531917,14.75610887,11.06361079,23.14434475,17.51941568,11.5307854,0,1,1,0,0,1,0
87.73313915,74.80883404,85.62076567,89.8689613,81.81204634,50,29.14929879,14.05073148,7.773947092,21.95177972,25,24.6307662,10.97388571,0,0,1,0,1,1,1
70.2660943,91.15748794,81.57336466,76.94734259,78.32392837,22.80423909,8.535271299,7.794011142,20.20878238,25,20.585581,19.69430768,13.05589259,1,1,1,1,0,0,0
85.65563229,66.57294806,98.54629938,95.42316098,75.78106753,43.49331059,30,13.45406193,18.20109682,12.57808722,19.81146063,15.24564854,12.4798605,0,0,1,1,0,1,0
81.14138352,80.45964783,74.23649345,84.63345385,72.3379895,18.80013831,27.08928819,20.4830831,9.943313423,19.68360255,21.52315435,21.5652614,25,1,1,0,1,1,1,1
82.47517126,64.54922708,92.11970528,82.3449483,80.30436592,43.39141121,13.75073869,14.13087992,24.31961985,0,25,14.86144307,11.35989971,1,0,0,0,1,0,0
85.46578427,87.09722592,95.91227317,83.78801212,69.79887929,34.58844521,8.478540624,17.4717346,6.747582478,13.24525808,22.11100083,21.51895114,21.32109034,0,1,0,1,1,0,1
75.94605638,50.70522023,87.67961974,85.76964608,78.53538614,30.60313812,30,13.29491611,25,20.82212952,20.35596661,22.08500944,24.62209342,0,1,0,1,1,1,1
67.93236193,50.9232891,74.27114969,90.9370803,68.86984891,27.00805253,24.51113144,9.698938149,10.68459768,25,9.631016755,11.70614263,23.49964004,1,0,1,0,1,0,0
94.33414522,85.28698398,70.63282052,75.01133136,80.30558618,17.50746001,25.6226248,25,18.06761252,25,19.5385992,17.43884663,17.99961124,0,0,1,0,1,0,0
79.17516525,84.21381444,90.05868222,91.42732968,74.66381958,38.68355959,22.59100786,9.619788488,17.29984288,18.18393433,22.02581951,13.52663215,15.54128057,1,1,1,1,0,0,1
83.74188627,56.76823745,94.17231754,82.60522956,70.05455444,16.63750302,17.9941038,21.52364303,17.98224877,25,25,12.89338497,19.08706382,1,1,1,1,0,0,0
85.30498874,67.88270974,90.74100408,84.2303848,68.11322082,42.91453824,19.01491798,14.49122525,17.01511223,22.86643955,13.10217987,13.48134548,14.44949704,0,0,0,1,0,1,0
82.53010105,78.90290965,87.4511753,74.35332099,79.45552243,27.91397383,8.060049578,18.68134948,14.48430196,21.19985431,12.13385136,11.42530406,24.32830538,0,0,1,1,1,0,0
74.57091853,82.42097191,89.2890311,69.45740044,81.07959367,50,20.21052423,19.54181205,25,25,21.17069523,24.3257199,12.69569212,0,0,1,0,1,0,0
83.78396652,75.05228093,66.81918504,81.44745116,71.11795927,45.98611018,30,13.96178684,12.3134744,10.49702438,25,14.93295763,20.68855872,0,1,1,1,0,0,1
94.71409491,60.64373593,70.57492446,73.14130959,73.36672757,17.2400696,20.8158565,18.731683,15.50590582,16.94287611,15.3559636,21.76985643,25,1,0,0,0,1,0,0
76.80722991,69.54621516,91.07223905,79.27363709,77.07340788,47.30849279,16.75094228,13.02305107,12.64625644,14.48190385,13.24437744,21.65140352,18.64673239,1,0,0,0,1,0,0
78.61221999,86.10590475,84.12962847,71.98608302,76.79653941,37.30596236,10.42002725,8.842770845,11.69449179,22.53113464,11.58834517,23.66094983,13.36465597,1,0,1,0,1,1,1
73.33788131,93.46053941,93.28235823,86.44024993,83.5355884,24.2684392,10.36343438,22.01170974,9.966707249,10.19403385,16.34728558,10.18699947,21.36508624,0,1,0,0,0,1,0
80.59853853,100,88.49106683,70.50545345,77.78164054,41.42038563,20.64760756,21.72119603,12.66079304,15.89309202,15.42022915,16.73644091,8.483712784,1,0,0,0,0,0,0
97.23069446,87.02960428,71.57614779,81.85352067,83.40077364,29.55803491,21.86333901,18.46096459,20.42776258,25,11.60234335,12.83301369,14.29992497,1,1,1,1,0,1,1
88.14175971,75.30773363,91.29146334,76.90141494,81.92996942,36.32771004,0,25,19.40947157,12.59330652,9.999031636,21.17923062,25,1,0,0,1,0,0,1
93.78463966,72.72119924,95.1931063,73.90594449,79.14386724,26.74223051,17.17516289,19.42039932,16.59410868,7.234201917,9.343659691,12.79474578,18.81552962,1,0,1,1,1,0,0
78.28988949,81.96298984,90.62064677,76.25083732,74.75792929,37.95246532,9.016001117,15.07068675,22.19154132,6.996881806,23.22590384,22.09306697,14.54871062,1,1,1,1,0,1,1
91.82767982,100,80.36532801,77.07157982,78.37176161,47.3154316,29.68710712,18.92126465,16.2677975,19.13918154,11.75177337,17.49278521,13.13682432,0,0,1,1,0,1,0
